,Group,X,Y,Z,Z_MAD,U,U_MAD,V,V_MAD,W,W_MAD,Memberships,Number of stars
97,97,79.58551891177763,-34.109558912684584,20.00752397512679,39.46169686707396,6.162873936803984,3.1336900573163984,-18.341019589010383,0.494941216329092,-6.426358367678137,2.6334271234388424,"{'CASTAU': 1, 'CUMA': 1, 'FIELD': 6, 'NOT FOUND IN DB': 4, 'TAUOR4': 1}",13
98,98,-18.630532887480737,134.089852669397,-38.17840422511686,25.764150747844003,-38.55631893184612,1.1224261769698802,-21.29590454065369,1.5197272049298884,6.878953525902671,1.5748605333774386,{'NOT FOUND IN DB': 10},10
99,99,-89.35875442790231,-0.9546798180877094,-53.00784945028944,30.42373266057985,9.32669516721775,1.7485066272919991,-15.661499078645395,4.575271661353223,-6.6652628967458085,4.964283819279284,"{'FIELD': 5, 'FORH': 1, 'NOT FOUND IN DB': 14}",20
100,100,-97.3834381405603,-6.450362226733264,-99.47691532856594,30.42184904177433,-39.81795701936621,1.2444252465043355,-23.94311587454594,1.9598882296549247,7.039736128404676,1.3351930159220988,{'NOT FOUND IN DB': 11},11
101,101,-102.77653813985614,75.50647291973283,10.005947554258702,17.350173671156025,10.439963330122238,1.5199533840284696,-16.801715768143406,3.3043664972794664,-15.300978813700436,2.577321921164472,"{'FIELD': 2, 'NOT FOUND IN DB': 18}",20
102,102,-107.802251033903,106.13146995189646,-1.062328720049986,12.39647687816426,31.9789574140297,0.8965961205483499,-9.499134798553657,0.9987118274712388,-6.267193800104588,3.4754707695006952,{'NOT FOUND IN DB': 15},15
103,103,-14.288705823486737,-5.073728722321956,-8.594524036196555,16.35588619411584,5.020820987758362,1.2360044014476372,-17.991317770972643,2.131967012564886,-14.884826354107991,1.891047962178082,"{'FIELD': 2, 'NOT FOUND IN DB': 21, 'TAUMGLIU9': 1}",24
104,104,-1.2159989147554802,-8.215324648959916,-15.017090835043804,19.90109946731815,13.323788721146808,2.166987302253514,-17.511802437126537,3.2815416515245417,-16.656983459007908,2.0241251574037937,{'NOT FOUND IN DB': 24},24
105,105,1.6551651041942714,26.62281309436548,-37.02427165395132,31.564552430838663,19.112217461838014,2.25691465640844,-19.45259845948162,2.124929415172089,-6.726993207701312,1.6833668393884205,{'NOT FOUND IN DB': 13},13
106,106,44.37644182576855,15.979034494814412,-35.25989762762869,40.15395049855746,20.98620501963701,1.2886744599301134,-21.838991417554556,2.0709728696631458,-14.862243354087662,2.724820796324768,{'NOT FOUND IN DB': 30},30
107,107,19.32070474796541,22.35745292948543,26.590620165865804,15.415935756671889,7.769102162226042,1.4513447449500263,-15.409749675070003,1.53221198252021,-6.650279867846447,1.6876716176170194,"{'FIELD': 1, 'NOT FOUND IN DB': 10}",11
108,108,28.57984346735998,-46.208569725474,39.24195605823712,27.65819005241033,5.903550387069047,1.583976081745601,-2.236314220360494,1.583878713480031,-22.335559575526965,1.4387742574752578,{'NOT FOUND IN DB': 17},17
